_costPrice,_carriage,_carriageKnown,_profit,_marginPct,_supplier,_supplierSku,_marketplacePermitted,_stockQty,_photoCount,Title,Description,KaikuCategory,eBayCategoryID,ConditionID,StartPrice,Quantity,Format,Duration,Location,PostalCode,HandlingTimeDays,CustomLabel,EAN,MPN,C:Brand,C:Colour,C:Material,C:Room,C:Style,C:Length,C:Width,C:Height,C:Unit,C:Weight,PicURLs
42.38,,NO — margin overstated,18.49,29.8,"Premier Housewares","2502391",NOT PERMITTED — ask supplier,56,7,"Wyra Black Finish Frame Pendant light 30x30cm","<p>The Wyra Black Finish Frame Pendant Light exudes contemporary elegance with its geometric cage design crafted from 100% iron. This pendant light, measuring a height of 150 cm and a width and depth of 30 cm, fits naturally into modern interiors. Designed for indoor use, this pendant light delivers a black finish that adds both character and an urban touch to your home. With a height of 150 cm, it provides an adjustable drop that allows you to tailor its placement to suit your ceiling height. Complement this fixture with a suitable E27 bulb for a warm glow that will enhance any setting. Its subtly aesthetics and solid structure make it an ideal choice for contemporary spaces without compromising on functionality.</p><ul><li>Dimensions: 30 x 30 x 150 cm</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,62.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-LT-WYRA-003",5018705941141,,"Kaiku","Black","","","Modern",30,30,150,cm,,"https://cdn.sanity.io/images/huh1e45n/production/24e006dd3c3dccd82645b2b922512dc43fa3fe1b-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/cc50f3acba2882bd9025e73f07c84430d1aac166-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/0e3ec1ee43055ffaf7b2e49f454d8f7342995464-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/1e69092762e9c691aa6132bab9c159450e744875-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/94e9720e80cb706e4e848f0a7e882e97e9831754-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/43229806ec467642ea3364603fc53fd77e255ae3-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/ab5b2fc8e82e62134455e8158fbee8c767daf20b-799x1200.jpg"
50.02,,NO — margin overstated,21.68,29.7,"Premier Housewares","2502418",NOT PERMITTED — ask supplier,105,8,"Stockholm Chrome Adjustable Floor Lamp 64x23cm","<p>Crafted from iron, plastic, and rubberwood, the Stockholm Chrome Adjustable Floor Lamp features a chrome finish that complements various decor styles. With a height of 155 cm and a diameter of 23 cm, it is designed to deliver focused lighting in any setting. This versatile lamp is mid-century inspired and boasts an adjustable arm and head, allowing you to direct light precisely where it's needed. Assembly is required upon delivery, ensuring you'll have a lighting feature in no time.</p><ul><li>Dimensions: 64 x 23 x 155 cm</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,73.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-LT-STOCKHOLM-004",5018705949932,,"Kaiku","","","","Modern",64,23,155,cm,,"https://cdn.sanity.io/images/huh1e45n/production/d5a4325a9b71694908e2ab62378473aa54f829f1-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/f03cdb3f670ed60bef2ae9fd959483c250fa930d-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/6995249b7061b3945b18ec1afeed228ab2beba07-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/d38caf2b2e0699a5e78e5e6686b91f3d792d26c9-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/5c4b9df1c39940b762ca5869f958295e2076f6af-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/518eef3694e8457b64b07ca16693e8940a111995-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/1a67ffa483dc24726af18c02c619ef60f0dfc31b-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/93515647fb0b36c250994847202b58c31ed18c2d-1280x1280.jpg"
19.81,,NO — margin overstated,8.56,29.5,"Premier Housewares","5506195",NOT PERMITTED — ask supplier,,6,"Stoneware Yana Large Cream Textured Ceramic Planter 20x20cm","<p>A textured stoneware planter in cream, 20cm across and 17cm tall. Wipe clean with a soft, dry cloth. Indoor use.</p><ul><li>Dimensions: 20 x 20 x 17 cm</li><li>Material: Stoneware</li><li>Colour: Cream</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,29.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-YANA-CRM-002",5018705953465,,"Kaiku","Cream","Stoneware","","Organic",20,20,17,cm,,"https://cdn.sanity.io/images/huh1e45n/production/ebefc36b727fc70bcef78f65b1da5b473afb84a0-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/c3e3684eb0b189867d660c6068852608b844915e-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/1495556dcadd39f4387c4a8e7f73cc6bad43f0ca-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/f7cb5a0cf0843475e8081a9c6b5a727c113d3b1e-899x1199.jpg | https://cdn.sanity.io/images/huh1e45n/production/1cdeaa4d4b07a05708aa226eda64c67960b6a0f8-899x1199.jpg | https://cdn.sanity.io/images/huh1e45n/production/4aa6fb046b9326e784d7193d1227693dbe4feb89-1280x1280.jpg"
54.82,,NO — margin overstated,22.79,28.9,"Aosom","845-127V00GY",NOT PERMITTED — ask supplier,,4,"Raised Wooden Planter with Climbing Trellis, Grey 73x32cm","<p>This grey fir wood planter features a trellis. Perfect for both indoor and outdoor use, it combines practicality with decorative appeal.</p><ul><li>Dimensions: 72.5 x 31.5 x 149.5 cm</li><li>Weight: 25kg</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,79.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,3,"KK-PLNT-RAISED-001",,,"Kaiku","Grey","","","Garden",72.5,31.5,149.5,cm,25kg,"https://cdn.sanity.io/images/huh1e45n/production/ac5e9d6f156bf6fda96b182dd88643bf1c6467a5-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/164a86dc7bf37c530dfb258cb0309d2736566c30-800x800.jpg | https://cdn.sanity.io/images/huh1e45n/production/ef03386d0cf12ab25b2248da14b1ae010b82f515-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/a19fd037b3c2eb66e37c46f1914c385096bce72a-2000x2000.jpg"
15.82,,NO — margin overstated,6.63,28.8,"Premier Housewares","5506183",NOT PERMITTED — ask supplier,,6,"Natural Kiso Black Large Stoneware Planter 15x15cm","<p>A stoneware planter with a matte black finish, 15 x 15 x 15cm. Shipped weight 10kg. Not dishwasher safe and not for use on any hob.</p><ul><li>Dimensions: 15 x 15 x 15 cm</li><li>Material: Stoneware</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,23.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-KISO-NAT-002",5018705953304,,"Kaiku","Natural","Stoneware","","Modern",15,15,15,cm,,"https://cdn.sanity.io/images/huh1e45n/production/6192dd1203c82711d8bdd3a394f2d90a204182ce-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/ebe8a5c012673df7b51e7cee17e149aa06597476-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/6e894f644264c131208d67ac4100d224fffdf14e-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/1dd9a49c4b99f72f6d9085b050edb3b7ac060458-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/547c2994ad2aab019b0902dd15f759dc9fcd3bf2-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/28023775dd0127a1d675debb6b8b9da74744f8ff-899x1199.jpg"
16.54,,NO — margin overstated,6.90,28.8,"Premier Housewares","5535031",NOT PERMITTED — ask supplier,,8,"Allegra Brown Glass Bathroom Tumbler 8x8cm","<p>The Allegra Brown Glass Bathroom Tumbler, crafted from 90% glass and 10% stainless steel, combines style and functionality. Measuring 8 × 8 × 13 cm, it's perfect for holding bathroom essentials while enhancing your decor.</p><ul><li>Contemporary design</li><li>Robust glass construction</li><li>Easy to clean</li></ul><ul><li>Dimensions: 8 x 8 x 13 cm</li><li>Material: Glass</li><li>Colour: Brown</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-accessories,FILL,1000,24.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATA-ALLEGRA-012",5018705950686,,"Kaiku","Brown","Glass","","Modern",8,8,13,cm,,"https://cdn.sanity.io/images/huh1e45n/production/86971d138ae0ba6386709f6b21c871c24ef12a5e-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/4e50ee56bfc0083d45b7e94eb96b99d5093f3dae-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/db69ea76cb9a452ebe4a8e75204b054fc15f4fce-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/3513765cdfdc09a7b9e3de6419bfc629a7bc7b46-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/76f21fea3bf41e09cd83c5ea1276bc8398e91776-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/3721ffd65213729e500a24ae41637044172101e3-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/71a6f4b29a4b9b445070bcd6dbadc61a7074ef8f-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/a12282c367b73091d735d20f22e1e63a1e71dbad-1280x1280.jpg"
34.06,,NO — margin overstated,14.00,28.6,"Premier Housewares","5506564",NOT PERMITTED — ask supplier,,6,"Arlo Large Natural Wooden Planter 21x21cm","<p>The Arlo Large Natural Wooden Planter, crafted from Paulownia wood, exemplifies rustic charm in your home or garden. Its handcrafted finish offers a unique touch, making it suitable for decorative use.</p><ul><li>Dimensions: 21 x 21 x 27 cm</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,49.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-ARLO-NAT-004",5018705986449,,"Kaiku","Natural","","","Rustic",21,21,27,cm,,"https://cdn.sanity.io/images/huh1e45n/production/6c8e9394267ddf05c0d097d3c1fa11fac7d52dbf-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/0a78785c88e8bb67712fb24b6c4c3585b8882076-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/5650c1a6161eb5f3bf92db74df270aa2670902df-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/3c67027d0ee6ee9e6f6e67bd4270dc75dc0d2452-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/d433d301cf411fdbc2a0f68c35c47c7052962df5-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/f5d884073aa1c31738077438b169db168cd228aa-799x1200.jpg"
29.17,,NO — margin overstated,12.00,28.6,"Premier Housewares","5506563",NOT PERMITTED — ask supplier,,6,"Arlo Small Wooden Black Ombre Planter 18x18cm","<p>The Arlo Small Wooden Black Ombre Planter, made of Paulownia wood, merges functionality with design, perfect for both indoor and outdoor displays.</p><ul><li>Dimensions: 18 x 18 x 22 cm</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,42.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-ARLO-BLK-001",5018705986432,,"Kaiku","Black","","","Modern",18,18,22,cm,,"https://cdn.sanity.io/images/huh1e45n/production/2c2eb7f31a6e20a840f26e2aa6d6fdbf3c892753-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/7c9399581304cdd4c35cfd16f838f2ab9e889dfe-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/0dcbee1d59636fa5357f7f9e378b8477f62d1291-1199x799.jpg | https://cdn.sanity.io/images/huh1e45n/production/d07b29ef18b9e45b7ad5a16d2a4ccd27368a39a1-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/237c06481654372ab7c4c67102973136b68995fe-899x1199.jpg | https://cdn.sanity.io/images/huh1e45n/production/5e7981a63cb1f9175b3f071a195c8cc96a839d8f-899x1199.jpg"
41.76,8.39,yes,20.57,28.6,"Hill Interiors","20782",yes,,3,"White Ceramic Garda Glazed Gisela Vase 18x18cm","<p>A ceramic vase in white with a glossy glaze, 18 x 18cm at the base and 51cm tall, weighing 2.5kg.</p><ul><li>Dimensions: 18 x 18 x 51 cm</li><li>Weight: 2.5kg</li><li>Material: Ceramic</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",vases,FILL,1000,72.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-VASE-GARDA-WHT-001",5050140078280,,"Kaiku","White","Ceramic","","Contemporary",18,18,51,cm,2.5kg,"https://cdn.sanity.io/images/huh1e45n/production/a127f7f1c08cf17723e6dd03e5606a4748ba75f5-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/b8f4e69a560709d4ef6ab20d16b0736465ee0530-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/510e1670b177d89dbe7c8a5b52e3c6d41028cb28-1600x1600.jpg"
41.76,8.39,yes,20.57,28.6,"Hill Interiors","21499",yes,100,5,"Grey Ceramic Marble Effect Ellipse Large Vase 23x23cm","<p>A ceramic vase in grey with a marble-effect finish, 23 x 23cm at the base and 36cm tall, weighing 2.18kg.</p><ul><li>Dimensions: 23 x 23 x 36 cm</li><li>Weight: 2.18kg</li><li>Material: Ceramic</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",vases,FILL,1000,72.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-VASE-MARBLE-GRY-001",5050140149980,,"Kaiku","Grey","Ceramic","","Contemporary",23,23,36,cm,2.18kg,"https://cdn.sanity.io/images/huh1e45n/production/11aa1a29150338ba1af453547cd0272e49e8f4f7-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/1eaefc033689fe564972106009d7fed0ef34def5-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/f123df01b0b4fffeac2efab1b4b49b63944594d0-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/056ddec1879540f3de1fb74218ce2af6fbac9d3b-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/a9ddf0dbd4c8e9ec282135cedb5664878d691c57-1600x1600.jpg"
41.76,8.39,yes,20.57,28.6,"Hill Interiors","21627",yes,,4,"Grey Metal Rothay Wall Clock 4x49cm","<p>A round battery-operated wall clock, 49cm across and 4cm deep, weighing 1.21kg. Indoor use.</p><ul><li>Dimensions: 4 x 49 x 49 cm</li><li>Weight: 1.21kg</li><li>Material: Metal</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",wall-clocks,FILL,1000,72.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-CLK-ROTHAY-GRY-002",5050140162781,,"Kaiku","Grey","Metal","","Contemporary",4,49,49,cm,1.21kg,"https://cdn.sanity.io/images/huh1e45n/production/d5e81f9e07978d0712c6ec0096d1c2cb8c7c8e04-1800x1800.jpg | https://cdn.sanity.io/images/huh1e45n/production/ccd37db94b335179b8c304f62b4e1f4a39799799-1800x1800.jpg | https://cdn.sanity.io/images/huh1e45n/production/3df134bc25b428f0a92f3af33a7700998716d107-1500x1500.jpg | https://cdn.sanity.io/images/huh1e45n/production/bed1087d0b6abe324e602fab20997d724460b81c-1600x1600.jpg"
41.76,8.39,yes,20.57,28.6,"Hill Interiors","21631",yes,,3,"Grey Metal Ashmount Wall Clock 4x49cm","<p>A wall clock in grey metal, 49cm across and 1.21kg.</p><ul><li>Dimensions: 4 x 49 x 49 cm</li><li>Weight: 1.21kg</li><li>Material: Metal</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",wall-clocks,FILL,1000,72.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-CLK-ASHMOUNT-GRY-002",5050140163184,,"Kaiku","Grey","Metal","","Contemporary",4,49,49,cm,1.21kg,"https://cdn.sanity.io/images/huh1e45n/production/5a05127738e96787fd5232a6855492f853cbc681-1500x1500.jpg | https://cdn.sanity.io/images/huh1e45n/production/1cb9b5ab65e1f1f70d933bf3943334d336fb487f-1500x1500.jpg | https://cdn.sanity.io/images/huh1e45n/production/af450c7c0e6581bd96e1f93b5cba742adff9f064-1500x1500.jpg"
41.76,8.39,yes,20.57,28.6,"Hill Interiors","21634",yes,,4,"White Metal Brandon Wall Clock 4x49cm","<p>A wall clock in white metal, 49cm across and 1.21kg.</p><ul><li>Dimensions: 4 x 49 x 49 cm</li><li>Weight: 1.21kg</li><li>Material: Metal</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",wall-clocks,FILL,1000,72.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-CLK-BRANDON-WHT-002",5050140163481,,"Kaiku","White","Metal","","Modern",4,49,49,cm,1.21kg,"https://cdn.sanity.io/images/huh1e45n/production/0160b17ecbf3b028444050311a981d3058c7e62f-1500x1500.jpg | https://cdn.sanity.io/images/huh1e45n/production/2372401e2f76aca693d930800f826c674d3afdd8-1500x1500.jpg | https://cdn.sanity.io/images/huh1e45n/production/727779f6d8f8a125af0e40f0e58dc3ebf98b4c53-1500x1500.jpg | https://cdn.sanity.io/images/huh1e45n/production/19ad61b8d6a76b4f581efed023cd751cecb1c6e4-1500x1500.jpg"
41.76,8.39,yes,20.57,28.6,"Hill Interiors","21761",yes,,4,"Ceramic Garda Grey Glazed Gisela Vase 17x17cm","<p>A tall ceramic vase in grey with a glazed finish, 17 x 17 x 57cm and 3.2kg.</p><ul><li>Dimensions: 17 x 17 x 57 cm</li><li>Weight: 3.2kg</li><li>Material: Ceramic</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",vases,FILL,1000,72.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-VASE-GARDA-GRY-001",5050140176184,,"Kaiku","Grey","Ceramic","","Modern",17,17,57,cm,3.2kg,"https://cdn.sanity.io/images/huh1e45n/production/d0f806aef5ba927c9f71afca7856783e5d4f39e3-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/48d48f32c6e73b23f5a7c89d1e81ba1995bfb1f2-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/bc0da39537eb7c2b255256cf540cf695a45c092f-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/84ebd975245c265e9fdc997a4e28c1a17d7e6cda-1600x1600.jpg"
34.80,8.39,yes,17.68,28.5,"Hill Interiors","24621",yes,70,5,"Tarn Large Pot with Handles 32x27cm","<p>A large white ceramic pot with two integrated handles, 32 x 27 x 26cm and 4.9kg. Watertight, so it takes fresh flowers as well as dried. Indoor use only. Flowers not included.</p><ul><li>Dimensions: 32 x 27 x 26 cm</li><li>Weight: 4.91kg</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,62.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,3,"KK-PLNT-TARN-001",5050140462188,,"Kaiku","","","","",32,27,26,cm,4.91kg,"https://cdn.sanity.io/images/huh1e45n/production/c40abad45672080ffbd8aa7f6ff4441172c62126-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/1bbdc3271c9884880a8f820c90d71cd9c831e99f-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/c4678b10fc43475d2dbe6f87a9a7887ee45969b6-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/b56c9dac19176fcc4cf93b296a61effa6f7946d2-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/961f6870598525824d6dfb0ee650c38ccdf5d97e-1600x1600.jpg"
55.38,,NO — margin overstated,22.23,28.1,"Aosom","B31-300",NOT PERMITTED — ask supplier,,4,"Eight-Light Crystal Pendant Chandelier, Silver 50x50cm","<p>An eight-light crystal chandelier in steel and crystal with a silver-tone finish, 50cm across and 16cm deep. It takes eight G9 bulbs up to 40W each, hard-wires at 230V and weighs 6kg.</p><ul><li>Dimensions: 50 x 50 x 16 cm</li><li>Weight: 6kg</li><li>Colour: Silver</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,79.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,3,"KK-LT-EIGHT-001",,,"Kaiku","Silver","","","Modern",50,50,16,cm,6kg,"https://cdn.sanity.io/images/huh1e45n/production/cb7895c5b2506a81bd6a110617087c52d15057a5-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/9cd9363be126a4052a110ea50b6c826fb6cb7df4-800x800.jpg | https://cdn.sanity.io/images/huh1e45n/production/6dcb34ae61c569e1937ff0c296c93c042ab2f2a7-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/0d3d9a5a790cd4770d1e8161dd80ccba0606c184-2000x2000.jpg"
43.48,,NO — margin overstated,17.39,28.0,"Premier Housewares","2502389",NOT PERMITTED — ask supplier,97,6,"Wyra Champagne Gold Frame Pendant light 30x30cm","<p>An open iron cage pendant in a champagne gold finish, 30cm across with a 150cm drop and 1.8kg. Takes one E27 bulb up to 60W, not included.</p><ul><li>Dimensions: 30 x 30 x 150 cm</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,62.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-LT-WYRA-001",5018705941127,,"Kaiku","Gold","","","Modern",30,30,150,cm,,"https://cdn.sanity.io/images/huh1e45n/production/015f2a7a8fae7acdd909ab79a7f3e5c75733b6dc-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/c2a69f345a84c06636f10a76c3334dc914210042-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/5ecf844649066952f8049d65223f0231cea62625-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/7be14a5ce0a41a9853a20ab123ba3d758dbc4bdc-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/f4c77510b2f434405687e1b92f192b75d5c91579-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/37897754b59e4e7d554418ff72dca733defcd970-799x1200.jpg"
43.48,,NO — margin overstated,17.39,28.0,"Premier Housewares","2502390",NOT PERMITTED — ask supplier,99,7,"Wyra Chrome Gold Frame Pendant light 30x30cm","<p>The Wyra Chrome Gold Frame Pendant Light features a chrome finish and a geometric iron frame, providing a modern aesthetic that enhances any home decor. Measuring 30 cm in diameter and 150 cm in height, this pendant light is designed to create a play of light and shadow. With its assembled design, it simplifies installation while adding elegance to your space.</p><ul><li>Dimensions: 30 x 30 x 150 cm</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,62.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-LT-WYRA-002",5018705941134,,"Kaiku","Gold","","","Modern",30,30,150,cm,,"https://cdn.sanity.io/images/huh1e45n/production/44c6a362cf95652d6d8edb4dfac21a015bccabd1-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/5fc17a48934fda2fdfc84c1d6e633f9ad8d43bb8-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/93080fdf3583798faaef2f2d7610d167e38805e5-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/8cd66b0cd436fe879f2b4eda26c41217c89dbb7b-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/55a907d00ba4d5792ff708ebb3edc7290aa7f8ed-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/b528b62ac68b7b450369e5d49ee69df2949e270c-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/2c6b699f596f5b3ad0373c451c3b6d64a7bfffb0-799x1200.jpg"
18.13,,NO — margin overstated,7.28,28.0,"Premier Housewares","1411435",NOT PERMITTED — ask supplier,,6,"Grey Zircon Small Ceramic Planter 15x15cm","<p>The Zircon Small Ceramic Planter is a beautifully crafted piece made from 92% clay and 8% glaze, adding an organic charm to any room. Its geometric design in grey enhances the aesthetic of your plants without overpowering them.</p><ul><li>Dimensions: 15 x 15 x 17 cm</li><li>Material: Ceramic</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,26.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-ZIRCON-GRY-001",5018705408163,,"Kaiku","Grey","Ceramic","","Modern",15,15,17,cm,,"https://cdn.sanity.io/images/huh1e45n/production/3bd0a889cdf4e49078b7aca82cd8b9694c6fee38-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/46ab438b11a72914f3332fcb0d557fd67fd3ee4a-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/3e6766ab6f88b099fb406f0540f0191fc7523a4a-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/cf9ed287bf7d6c64bbaaa6c61a2ad6f57d6a08b2-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/324ef3020944f9a11e88025486b59dba422fd71e-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/38bc48905d1ccb8368b35ffa360208f8d6554866-900x1200.jpg"
18.13,,NO — margin overstated,7.28,28.0,"Premier Housewares","5506450",NOT PERMITTED — ask supplier,,6,"Ceramic Jada Large Planter 16x16cm","<p>A planter in ceramic and glaze, 16 x 16 x 16cm and 6.6kg.</p><ul><li>Dimensions: 16 x 16 x 16 cm</li><li>Material: Ceramic</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,26.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-JADA-001",5018705979823,,"Kaiku","","Ceramic","","Modern",16,16,16,cm,,"https://cdn.sanity.io/images/huh1e45n/production/590f158834460e7bc6b9f35c2c042641fb04188c-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/e20649e997094ba665cd8dab5e891876e5f651ba-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/5a79ffe4173e5890f476216e5d2fddd3e609c380-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/d89cea0dd75d073dd505c56ee821697bbe4b254c-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/e248784b319217d146de31f893e1ee5855add6a4-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/cd49a69021eed9fab22044555410402f8236a136-900x1200.jpg"
62.56,,NO — margin overstated,24.90,28.0,"Premier Housewares","2406740",NOT PERMITTED — ask supplier,,1,"Depok Rattan Side Table With Metal Legs 50x50cm","<p>A side table in natural rattan, MDF and iron, 50 x 50 x 55cm. Rated to 20kg.</p><ul><li>Dimensions: 50 x 50 x 55 cm</li><li>Material: Rattan</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",garden-furniture,FILL,1000,89.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-GARF-DEPOK-002",5018705970561,,"Kaiku","","Rattan","","Modern",50,50,55,cm,,"https://cdn.sanity.io/images/huh1e45n/production/c5a5cf6a2f4a089a8361714265d3afa1116e5f43-500x500.jpg"
