route,severity,published,supplier,product,finding,how
AUTOMATIC,major,draft,"Premier Housewares","Quackpot Duck Feet Small Plant Stand","5 FAQs answer nothing (e.g. ""Does the plant stand have drainage holes?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Quackpot Duck Feet Small Plant Stand","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Quackpot Duck Feet Small Plant Stand","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Quackpot Duck Feet Small Plant Stand","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Quackpot Duck Feet Small Plant Stand","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Quackpot Duck Feet Small Plant Stand","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Quackpot Duck Feet Small Plant Stand","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Quackpot Duck Feet Large Plant Stand","1 FAQ answer nothing (e.g. ""Does the Quackpot Duck Feet Large Plant Stand have drainage "").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Quackpot Duck Feet Large Plant Stand","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Quackpot Duck Feet Large Plant Stand","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Quackpot Duck Feet Large Plant Stand","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Quackpot Duck Feet Large Plant Stand","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Quackpot Duck Feet Large Plant Stand","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Quackpot Duck Feet Large Plant Stand","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Hampstead Black Finish Large Pendant Light With Hints of Gold","2 FAQs answer nothing (e.g. ""Can this light fitting be dimmed?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Hampstead Black Finish Large Pendant Light With Hints of Gold","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Hampstead Black Finish Large Pendant Light With Hints of Gold","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Hampstead Black Finish Large Pendant Light With Hints of Gold","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Hampstead Black Finish Large Pendant Light With Hints of Gold","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Hampstead Black Finish Large Pendant Light With Hints of Gold","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Hampstead Black Finish Large Pendant Light With Hints of Gold","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Ulyana Floor Lamp With Linen Shade","3 FAQs answer nothing (e.g. ""Can the Ulyana Floor Lamp be dimmed?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Ulyana Floor Lamp With Linen Shade","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Ulyana Floor Lamp With Linen Shade","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Ulyana Floor Lamp With Linen Shade","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Ulyana Floor Lamp With Linen Shade","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Ulyana Floor Lamp With Linen Shade","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Antler Nickel Finish and Black 4 Shade Chandelier","2 FAQs answer nothing (e.g. ""Can I dim the chandelier?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Antler Nickel Finish and Black 4 Shade Chandelier","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Antler Nickel Finish and Black 4 Shade Chandelier","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Antler Nickel Finish and Black 4 Shade Chandelier","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Antler Nickel Finish and Black 4 Shade Chandelier","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Antler Nickel Finish and Black 4 Shade Chandelier","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Relic Onyx Stone Floor Lamp","3 FAQs answer nothing (e.g. ""What is the maximum wattage for the bulb?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Relic Onyx Stone Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Relic Onyx Stone Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Relic Onyx Stone Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Relic Onyx Stone Floor Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Relic Onyx Stone Floor Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Murdoch Natural Linen Shade With White Marble Base Floor Lamp","Filler phrases: elevate your, effortlessly, seamlessly, perfect for, must-have","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Murdoch Natural Linen Shade With White Marble Base Floor Lamp","3 FAQs answer nothing (e.g. ""Can I use a dimmable bulb with this lamp?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Murdoch Natural Linen Shade With White Marble Base Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Murdoch Natural Linen Shade With White Marble Base Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Murdoch Natural Linen Shade With White Marble Base Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Murdoch Natural Linen Shade With White Marble Base Floor Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Murdoch Natural Linen Shade With White Marble Base Floor Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Venice Nickel Plated Tapered Chandelier","2 FAQs answer nothing (e.g. ""Is this chandelier suitable for dimming?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Venice Nickel Plated Tapered Chandelier","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Venice Nickel Plated Tapered Chandelier","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Venice Nickel Plated Tapered Chandelier","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Venice Nickel Plated Tapered Chandelier","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Venice Nickel Plated Tapered Chandelier","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Lustra Small Nickel Painted Chandelier","Filler phrases: statement piece, any space, your space, exquisite","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Lustra Small Nickel Painted Chandelier","2 FAQs answer nothing (e.g. ""Can I dim this chandelier?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Lustra Small Nickel Painted Chandelier","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Lustra Small Nickel Painted Chandelier","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Lustra Small Nickel Painted Chandelier","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Lustra Small Nickel Painted Chandelier","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Lustra Small Nickel Painted Chandelier","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Macey Large Faceted Floor Lamp","2 FAQs answer nothing (e.g. ""Can the Macey Floor Lamp be dimmed?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Macey Large Faceted Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Macey Large Faceted Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Macey Large Faceted Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Macey Large Faceted Floor Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Macey Large Faceted Floor Lamp","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Macey Large Faceted Floor Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Mano Gold Table Lamp","Filler phrases: seamlessly, perfect for, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Mano Gold Table Lamp","3 FAQs answer nothing (e.g. ""Does this lamp need an electrician for installation?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Mano Gold Table Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Mano Gold Table Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Mano Gold Table Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Mano Gold Table Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Mano Gold Table Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Mano Gold Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Mano Gold Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Mano Gold Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Mano Gold Floor Lamp","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Chloe Crystal Glass Table Lamp","1 FAQ answer nothing (e.g. ""Does this lamp need to be hard-wired by an electrician?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Chloe Crystal Glass Table Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Chloe Crystal Glass Table Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Chloe Crystal Glass Table Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Chloe Crystal Glass Table Lamp","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Abira Bronze Finish 7 Light Statement Pendant Light","4 FAQs answer nothing (e.g. ""Is the light dimmable?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Abira Bronze Finish 7 Light Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Abira Bronze Finish 7 Light Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Abira Bronze Finish 7 Light Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Abira Bronze Finish 7 Light Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Abira Bronze Finish 7 Light Statement Pendant Light","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Abira Gold Finish Adjustable 8 Arm Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Abira Gold Finish Adjustable 8 Arm Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Abira Gold Finish Adjustable 8 Arm Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Abira Gold Finish Adjustable 8 Arm Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
WRITING,minor,draft,"Premier Housewares","Abira Silver Finish Adjustable 5 Arm Statement Pendant Light","Filler phrases: perfect for, statement piece, your space, captivating","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Abira Silver Finish Adjustable 5 Arm Statement Pendant Light","1 FAQ answer nothing (e.g. ""Can I use a dimmer with this light?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Abira Silver Finish Adjustable 5 Arm Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Abira Silver Finish Adjustable 5 Arm Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Abira Silver Finish Adjustable 5 Arm Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Abira Silver Finish Adjustable 5 Arm Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Abira Silver Finish Adjustable 5 Arm Statement Pendant Light","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Hubert Nickel Finish Arc Floor Lamp","5 FAQs answer nothing (e.g. ""Does the lamp need to be hard-wired or does it plug in?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Hubert Nickel Finish Arc Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Hubert Nickel Finish Arc Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Hubert Nickel Finish Arc Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Hubert Nickel Finish Arc Floor Lamp","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Skye Nickel Finish Rectangular Floor Lamp","1 FAQ answer nothing (e.g. ""Does the lamp need to be hard-wired or does it plug in?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Skye Nickel Finish Rectangular Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Skye Nickel Finish Rectangular Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Skye Nickel Finish Rectangular Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Skye Nickel Finish Rectangular Floor Lamp","No weight recorded.","supplier spec sheet — §E"
WRITING,minor,draft,"Premier Housewares","Skye Gold Finish And Twisted Base Floor Lamp","Filler phrases: effortlessly, perfect for, statement piece, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Skye Gold Finish And Twisted Base Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Skye Gold Finish And Twisted Base Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Skye Gold Finish And Twisted Base Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Skye Gold Finish And Twisted Base Floor Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Skye Gold Finish And Twisted Base Floor Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Salasco 3 Tier Nickel Finish Chandelier","Filler phrases: effortlessly, luxurious touch, perfect for, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Salasco 3 Tier Nickel Finish Chandelier","2 FAQs answer nothing (e.g. ""Is the chandelier dimmable?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Salasco 3 Tier Nickel Finish Chandelier","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Salasco 3 Tier Nickel Finish Chandelier","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Salasco 3 Tier Nickel Finish Chandelier","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Salasco 3 Tier Nickel Finish Chandelier","No weight recorded.","supplier spec sheet — §E"
WRITING,major,draft,"Premier Housewares","Salasco 2 Tier Nickel Finish Glass Chandelier","6 filler phrases: seamlessly, timeless elegance, transform your, adds a touch of, touch of sophistication…","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Salasco 2 Tier Nickel Finish Glass Chandelier","3 FAQs answer nothing (e.g. ""Can I use this chandelier in a bathroom or outdoors?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Salasco 2 Tier Nickel Finish Glass Chandelier","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Salasco 2 Tier Nickel Finish Glass Chandelier","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Salasco 2 Tier Nickel Finish Glass Chandelier","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Salasco 2 Tier Nickel Finish Glass Chandelier","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Salasco 2 Tier Nickel Finish Glass Chandelier","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Salasco Black Finish 3 Tiered Glass Chandelier","2 FAQs answer nothing (e.g. ""Is this chandelier dimmable?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Salasco Black Finish 3 Tiered Glass Chandelier","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Salasco Black Finish 3 Tiered Glass Chandelier","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Salasco Black Finish 3 Tiered Glass Chandelier","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Salasco Black Finish 3 Tiered Glass Chandelier","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Salasco Black Finish 3 Tiered Glass Chandelier","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Murdoch Floor Lamp in Brushed Brass and Marble Base","4 FAQs answer nothing (e.g. ""Can I use a dimmable bulb with this lamp?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Murdoch Floor Lamp in Brushed Brass and Marble Base","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Murdoch Floor Lamp in Brushed Brass and Marble Base","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Murdoch Floor Lamp in Brushed Brass and Marble Base","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Murdoch Floor Lamp in Brushed Brass and Marble Base","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Murdoch Floor Lamp in Brushed Brass and Marble Base","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Alexis Nickel Finish 8 Bulb Round Statement Pendant Light","4 FAQs answer nothing (e.g. ""Can I dim the light?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Alexis Nickel Finish 8 Bulb Round Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Alexis Nickel Finish 8 Bulb Round Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Alexis Nickel Finish 8 Bulb Round Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Alexis Nickel Finish 8 Bulb Round Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Alexis Nickel Finish 8 Bulb Round Statement Pendant Light","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Alexis 8 Light Nickel Finish Statement Pendant Light","4 FAQs answer nothing (e.g. ""Can I use a dimmer switch with this light?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Alexis 8 Light Nickel Finish Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Alexis 8 Light Nickel Finish Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Alexis 8 Light Nickel Finish Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Alexis 8 Light Nickel Finish Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Alexis 8 Light Nickel Finish Statement Pendant Light","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Edith White Marble and Brushed Gold Table Lamp","Filler phrases: touch of sophistication, statement piece, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Edith White Marble and Brushed Gold Table Lamp","1 FAQ answer nothing (e.g. ""Is the lamp dimmable?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Edith White Marble and Brushed Gold Table Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Edith White Marble and Brushed Gold Table Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Edith White Marble and Brushed Gold Table Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Edith White Marble and Brushed Gold Table Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Edith White Marble and Brushed Gold Table Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Newton Brass Finish Floor Lamp","2 FAQs answer nothing (e.g. ""Can I use a dimmable bulb with this lamp?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Newton Brass Finish Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Newton Brass Finish Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Newton Brass Finish Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Newton Brass Finish Floor Lamp","No weight recorded.","supplier spec sheet — §E"
WRITING,minor,draft,"Premier Housewares","Karli 3 Tier Glass Statement Pendant Light","Filler phrases: perfect for, adds a touch of, touch of sophistication, captivating","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Karli 3 Tier Glass Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Karli 3 Tier Glass Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Karli 3 Tier Glass Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Karli 3 Tier Glass Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Karter Chrome Finish Floor Lamp With Three Lights","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
